Index,ndvi
2000-02-18,0.4259
2000-03-05,0.6873
2000-03-21,0.6631
2000-04-06,0.6376000000000001
2000-04-22,0.6204000000000001
2000-05-08,0.5916
2000-05-24,0.5335
2000-06-09,0.4716
2000-06-25,0.3825
2000-07-11,0.3689
2000-07-27,0.3417
2000-08-12,0.3421
2000-08-28,0.3297
2000-09-13,0.40240000000000004
2000-09-29,0.4048
2000-10-15,0.45020000000000004
2000-10-31,0.3075
2000-11-16,0.6151
2000-12-02,0.5863
2000-12-18,0.5853
2001-01-01,0.5853
2001-01-17,0.43820000000000003
2001-02-02,0.6848000000000001
2001-02-18,0.6347
2001-03-06,0.5734
2001-03-22,0.6478
2001-04-07,0.6074
2001-04-23,0.6498
2001-05-09,0.6395000000000001
2001-05-25,0.6775
2001-06-10,0.6890000000000001
2001-06-26,0.5853
2001-07-12,0.5224
2001-07-28,0.5079
2001-08-13,0.41750000000000004
2001-08-29,0.3664
2001-09-14,0.4917
2001-09-30,0.48750000000000004
2001-10-16,0.4499
2001-11-01,0.6097
2001-11-17,0.10200000000000001
2001-12-03,0.6727000000000001
2001-12-19,0.2861
2002-01-01,0.7465
2002-01-17,0.6188
2002-02-02,0.5988
2002-02-18,0.6142000000000001
2002-03-06,0.6204000000000001
2002-03-22,0.6399
2002-04-07,0.6594
2002-04-23,0.6106
2002-05-09,0.5777
2002-05-25,0.5127
2002-06-10,0.434
2002-06-26,0.3879
2002-07-12,0.3582
2002-07-28,0.3432
2002-08-13,0.3423
2002-08-29,0.3249
2002-09-14,0.4047
2002-09-30,0.40990000000000004
2002-10-16,0.4263
2002-11-01,0.5334
2002-11-17,0.5002
2002-12-03,0.6286
2002-12-19,0.6472
2003-01-01,0.6444000000000001
2003-01-17,0.6752
2003-02-02,0.5940000000000001
2003-02-18,0.6456000000000001
2003-03-06,0.386
2003-03-22,0.6178
2003-04-07,0.6275000000000001
2003-04-23,0.601
2003-05-09,0.5873
2003-05-25,0.5421
2003-06-10,0.49770000000000003
2003-06-26,0.47250000000000003
2003-07-12,0.3914
2003-07-28,0.28950000000000004
2003-08-13,0.2617
2003-08-29,0.2685
2003-09-14,0.2674
2003-09-30,0.4793
2003-10-16,0.45830000000000004
2003-11-01,0.6027
2003-11-17,0.6402
2003-12-03,0.49820000000000003
2003-12-19,0.3517
2004-01-01,0.2963
2004-01-17,0.1245
2004-02-02,0.6288
2004-02-18,0.7261000000000001
2004-03-05,0.7486
2004-03-21,0.6705
2004-04-06,0.6305000000000001
2004-04-22,0.47550000000000003
2004-05-08,0.5091
2004-05-24,0.4822
2004-06-09,0.40640000000000004
2004-06-25,0.3775
2004-07-11,0.3609
2004-07-27,0.3418
2004-08-12,0.3365
2004-08-28,0.2995
2004-09-13,0.37560000000000004
2004-09-29,0.4655
2004-10-15,0.5422
2004-10-31,0.7106
2004-11-16,0.8113
2004-12-02,0.7665000000000001
2004-12-18,0.7272000000000001
2005-01-01,0.3614
2005-01-17,0.336
2005-02-02,0.2909
2005-02-18,0.3282
2005-03-06,0.4786
2005-03-22,0.6189
2005-04-07,0.6356
2005-04-23,0.8130000000000001
2005-05-09,0.8027000000000001
2005-05-25,0.7885000000000001
2005-06-10,0.7275
2005-06-26,0.6439
2005-07-12,0.5065000000000001
2005-07-28,0.43110000000000004
2005-08-13,0.39230000000000004
2005-08-29,0.3548
2005-09-14,0.4544
2005-09-30,0.497
2005-10-16,0.6845
2005-11-01,0.6459
2005-11-17,0.6786
2005-12-03,0.9346000000000001
2005-12-19,0.8327244841932301
2006-01-01,0.6698000000000002
2006-01-17,0.6359
2006-02-02,0.5151
2006-02-18,0.6052000000000001
2006-03-06,0.7023
2006-03-22,0.6261
2006-04-07,0.6019
2006-04-23,0.5855
2006-05-09,0.5952000000000001
2006-05-25,0.4572
2006-06-10,0.4535
2006-06-26,0.4199
2006-07-12,0.3718
2006-07-28,0.3246
2006-08-13,0.3201
2006-08-29,0.3282
2006-09-14,0.3135
2006-09-30,0.49510000000000004
2006-10-16,0.6128
2006-11-01,0.6681
2006-11-17,0.6213000000000001
2006-12-03,0.2634
2006-12-19,0.6545000000000001
2007-01-01,0.5848
2007-01-17,0.5975
2007-02-02,0.5743
2007-02-18,0.6101
2007-03-06,0.6567000000000001
2007-03-22,0.6616000000000001
2007-04-07,0.687
2007-04-23,0.7024
2007-05-09,0.6375000000000001
2007-05-25,0.5398000000000001
2007-06-10,0.4872
2007-06-26,0.40650000000000003
2007-07-12,0.3759
2007-07-28,0.37420000000000003
2007-08-13,0.3514
2007-08-29,0.3703
2007-09-14,0.4184
2007-09-30,0.37620000000000003
2007-10-16,0.3768
2007-11-01,0.5612
2007-11-17,0.5829
2007-12-03,0.6232
2007-12-19,0.7477
2008-01-01,0.6422
2008-01-17,0.6621
2008-02-02,0.7345
2008-02-18,0.7140000000000001
2008-03-05,0.7676000000000001
2008-03-21,0.7038
2008-04-06,0.7181000000000001
2008-04-22,0.6937
2008-05-08,0.6727000000000001
2008-05-24,0.5789000000000001
2008-06-09,0.5019
2008-06-25,0.4189
2008-07-11,0.3738
2008-07-27,0.34800000000000003
2008-08-12,0.316
2008-08-28,0.3136
2008-09-13,0.33340000000000003
2008-09-29,0.4504
2008-10-15,0.5022
2008-10-31,0.5253
2008-11-16,0.387
2008-12-02,0.7157
2008-12-18,0.5725
2009-01-01,0.74
2009-01-17,0.22769999999999993
2009-02-02,0.7228
2009-02-18,0.6954000000000001
2009-03-06,0.7267
2009-03-22,0.5653
2009-04-07,0.4127
2009-04-23,0.7566
2009-05-09,0.7034
2009-05-25,0.6139
2009-06-10,0.5512
2009-06-26,0.5092
2009-07-12,0.42360000000000003
2009-07-28,0.3796
2009-08-13,0.3377
2009-08-29,0.34840000000000004
2009-09-14,0.4464
2009-09-30,0.5837
2009-10-16,0.5997
2009-11-01,0.6578
2009-11-17,0.6512
2009-12-03,0.6899000000000001
2009-12-19,0.728
2010-01-01,0.5078
2010-01-17,0.7281000000000001
2010-02-02,0.7419
2010-02-18,0.8507
2010-03-06,0.7346
2010-03-22,0.774
2010-04-07,0.6984
2010-04-23,0.6724
2010-05-09,0.5631
2010-05-25,0.49370000000000003
2010-06-10,0.4162
2010-06-26,0.3603
2010-07-12,0.3425
2010-07-28,0.3178
2010-08-13,0.30860000000000004
2010-08-29,0.3235
2010-09-14,0.3166
2010-09-30,0.41140000000000004
2010-10-16,0.4939
2010-11-01,0.5853
2010-11-17,0.6646000000000001
2010-12-03,0.7037
2010-12-19,0.7833
2011-01-01,0.5535
2011-01-17,0.7446
2011-02-02,0.6617000000000001
2011-02-18,0.9664
2011-03-06,0.5661
2011-03-22,0.8426
2011-04-07,0.774
2011-04-23,0.7004
2011-05-09,0.6854
2011-05-25,0.5263
2011-06-10,0.4268
2011-06-26,0.3583
2011-07-12,0.3301
2011-07-28,0.3216
2011-08-13,0.3244
2011-08-29,0.31770000000000004
2011-09-14,0.32880000000000004
2011-09-30,0.3834
2011-10-16,0.44480000000000003
2011-11-01,0.6654
2011-11-17,0.5706
2011-12-03,0.7359
2011-12-19,0.2535
2012-01-01,0.2863
2012-01-17,0.8238000000000001
2012-02-02,0.7932
2012-02-18,0.6117
2012-03-05,0.7694000000000001
2012-03-21,0.7476
2012-04-06,0.7140000000000001
2012-04-22,0.7085
2012-05-08,0.6125
2012-05-24,0.5578000000000001
2012-06-09,0.5594
2012-06-25,0.5131
2012-07-11,0.4461
2012-07-27,0.4194
2012-08-12,0.36100000000000004
2012-08-28,0.3609
2012-09-13,0.39230000000000004
2012-09-29,0.48510000000000003
2012-10-15,0.5609000000000001
2012-10-31,0.807
2012-11-16,0.5954
2012-12-02,0.7804
2012-12-18,0.8218000000000001
2013-01-01,0.7593000000000001
2013-01-17,0.8331000000000001
2013-02-02,0.8116
2013-02-18,0.8322
2013-03-06,0.769
2013-03-22,0.7203
2013-04-07,0.7687
2013-04-23,0.6893
2013-05-09,0.6366
2013-05-25,0.5093
2013-06-10,0.4975
2013-06-26,0.4883
2013-07-12,0.4323
2013-07-28,0.28390000000000004
2013-08-13,0.2467
2013-08-29,0.29660000000000003
2013-09-14,0.3191
2013-09-30,0.4481
2013-10-16,0.4959
2013-11-01,0.6584
2013-11-17,0.7891
2013-12-03,0.7753
2013-12-19,0.8059000000000001
2014-01-01,0.7966000000000001
2014-01-17,0.8556
2014-02-02,0.8019000000000001
2014-02-18,0.7004
2014-03-06,0.7163
2014-03-22,0.785
2014-04-07,0.7101000000000001
2014-04-23,0.6652
2014-05-09,0.6406000000000001
2014-05-25,0.543
2014-06-10,0.5248
2014-06-26,0.43260000000000004
2014-07-12,0.4045
2014-07-28,0.3874
2014-08-13,0.35900000000000004
2014-08-29,0.3592
2014-09-14,0.40140000000000003
2014-09-30,0.5904
2014-10-16,0.5454
2014-11-01,0.656
2014-11-17,0.7512000000000001
2014-12-03,0.3725
2014-12-19,0.6960000000000001
2015-01-01,0.8241
2015-01-17,0.7556
2015-02-02,0.4702
2015-02-18,0.5
2015-03-06,0.2997
2015-03-22,0.3664
2015-04-07,0.5133
2015-04-23,0.534
2015-05-09,0.5908
2015-05-25,0.6093000000000001
2015-06-10,0.5224
2015-06-26,0.44430000000000003
2015-07-12,0.37210000000000004
2015-07-28,0.32530000000000003
2015-08-13,0.30860000000000004
2015-08-29,0.2859
2015-09-14,0.3689
2015-09-30,0.3639
2015-10-16,0.46290000000000003
2015-11-01,0.5519000000000001
2015-11-17,0.7426
2015-12-03,0.785
2015-12-19,0.7644000000000001
2016-01-01,0.5004000000000001
2016-01-17,0.66
2016-02-02,0.6109
2016-02-18,0.6906
2016-03-05,0.6161
2016-03-21,0.6683
2016-04-06,0.613
2016-04-22,0.6166
2016-05-08,0.49060000000000004
2016-05-24,0.5103
2016-06-09,0.4748
2016-06-25,0.4051
2016-07-11,0.3456
2016-07-27,0.3638
2016-08-12,0.3189
2016-08-28,0.3239
2016-09-13,0.3204
2016-09-29,0.6051000000000001
2016-10-15,0.5673
2016-10-31,0.7020000000000001
2016-11-16,0.7443000000000001
2016-12-02,0.7807000000000001
2016-12-18,0.6717000000000001
2017-01-01,0.7542
2017-01-17,0.8026000000000001
2017-02-02,0.2427
2017-02-18,0.7917000000000002
2017-03-06,0.8007000000000001
2017-03-22,0.7651
2017-04-07,0.7209
2017-04-23,0.6651
2017-05-09,0.683
2017-05-25,0.6467
2017-06-10,0.5381
2017-06-26,0.4685
2017-07-12,0.4048
2017-07-28,0.3617
2017-08-13,0.3534
2017-08-29,0.332
2017-09-14,0.34090000000000004
2017-09-30,0.5003000000000001
2017-10-16,0.42860000000000004
2017-11-01,0.6313000000000001
2017-11-17,0.6814
2017-12-03,0.5838
2017-12-19,0.8165
2018-01-01,0.8105
2018-01-17,0.8301000000000001
2018-02-02,0.7000000000000001
2018-02-18,0.8206
2018-03-06,0.7968000000000001
2018-03-22,0.6503
2018-04-07,0.7388
2018-04-23,0.738
2018-05-09,0.6981
2018-05-25,0.628
2018-06-10,0.5103
2018-06-26,0.4499
2018-07-12,0.39740000000000003
2018-07-28,0.3563
2018-08-13,0.3753
2018-08-29,0.3347
2018-09-14,0.3266
2018-09-30,0.4832
2018-10-16,0.6437
2018-11-01,0.7716000000000001
2018-11-17,0.7513000000000001
2018-12-03,0.7955
2018-12-19,0.8031
